ORGID,Region,Wing,Unit,NextLevel,Name,Type,DateChartered,Status,Scope,UsrID,DateMod,FirstUsr,DateCreated,DateReceived,OrgNotes
1785,"NER","NJ","102",1119,"CAPTAIN BUD JACKSON COMPOSITE SQUADRON","COMPOSITE","01/10/1999","ACTIVE","UNIT","neesemk","10/03/2014","sparker","10/01/1999","02/23/2004","We meet in classroom L10"
1789,"PCR","NV","069",617,"NELLIS COMPOSITE SQUADRON","COMPOSITE","11/22/1999","ACTIVE","UNIT","jgriggs","12/21/2007","bharrison","11/22/1999","02/23/2004",""
1792,"NER","NY","373",1131,"FLOYD BENNETT COMPOSITE SQUADRON","COMPOSITE","12/16/1999","ACTIVE","UNIT","jgriggs","04/04/2003","bharrison","12/16/1999","02/23/2004","Visit our website fbcap.org.The Armed Forces Reserve Center is inside Floyd Bennett Field. As you drive in the main gate, you will see the gate to the complex on your right. We meet on the second floor of the building. Please contact us before you visit because some times we meet off-site.  "
1801,"SWR","OK","999",314,"OKLAHOMA LEGISLATIVE SQUADRON","SENIOR","04/12/2000","ACTIVE","UNIT","joneskc5","03/27/2012","bharrison","04/12/2000","02/23/2004","Legislative Asst Angie Robinson2300 N Lincoln BlvdOklahoma City, OK 73105405-557-7395angie.robinson@okhouse.gov"
1808,"GLR","IL","334",2727,"WHITESIDE COUNTY COMPOSITE SQUADRON","COMPOSITE","05/30/2000","ACTIVE","UNIT","millerrg3","04/09/2016","bharrison","05/30/2000","02/23/2004",""
1812,"SWR","AR","120",1042,"120TH COMPOSITE SQUADRON (NORTHEAST ARKANSAS)","COMPOSITE","06/02/2000","ACTIVE","UNIT","jwright","12/18/2001","bharrison","06/02/2000","02/23/2004",""
1816,"SER","PR","013",790,"SAN GERMAN CADET SQDN","CADET","07/14/2000","ACTIVE","UNIT","joneskc5","09/05/2012","gjones","07/14/2000","02/23/2004",""
1817,"NER","PA","332",2335,"MERCER COUNTY COMP SQ","COMPOSITE","08/22/2000","ACTIVE","UNIT","meinertrl","05/03/2007","gjones","08/22/2000","02/23/2004",""
1825,"SER","FL","444",769,"MARIANNA COMP SQ","COMPOSITE","09/21/2000","ACTIVE","UNIT","levitchja","03/13/2007","gjones","09/21/2000","02/23/2004","Our squadron does not have a phone number. In case of an EMERGENCY please contact the Commander,Capt. Melanie Blakeley at 850-445-3073 or the Finance Director Maj. Bruce Adams at (850) 482-1431."
1827,"GLR","IN","221",2316,"AUBURN CADET SQUADRON","CADET","10/17/2000","ACTIVE","UNIT","griffithrl","10/07/2011","gjones","10/17/2000","02/23/2004",""
1832,"SWR","LA","093",194,"PONTCHARTRAIN CADET SQUADRON","CADET","11/15/2000","ACTIVE","UNIT","becka2","03/13/2015","gjones","11/15/2000","02/23/2004",""
1833,"MER","DC","026",555,"ARLINGTON COMPOSITE SQUADRON","COMPOSITE","10/28/2000","ACTIVE","UNIT","jgriggs","05/23/2007","gjones","11/15/2000","02/23/2004",""
1834,"MER","MD","140",915,"FORT MCHENRY COMPOSITE SQUADRON","COMPOSITE","10/30/2000","ACTIVE","UNIT","kilgallonjc","11/03/2004","gjones","11/16/2000","02/23/2004","For additional note please see out squadron webpage http://www.ftmchenrycap.org"
1836,"MER","WV","113",1173,"MIDVALLEY COMPOSITE SQUADRON","COMPOSITE","10/17/2000","ACTIVE","UNIT","jwright","05/30/2002","gjones","11/16/2000","02/23/2004","Hangar 14 Ona Airpark"
1837,"GLR","OH","291",359,"HEADQUARTERS GROUP VIII","GROUP","11/16/2000","ACTIVE","GROUP","hancydm","04/13/2004","gjones","11/16/2000","02/23/2004",""
1846,"NER","NJ","112",91,"JERSEY CITY COMPOSITE SQUADRON","COMPOSITE","12/12/2000","ACTIVE","UNIT","schoberea","05/09/2001","gjones","12/12/2000","02/23/2004","All visitors and guests must sign in at the security desk."
1856,"NCR","KS","061",1100,"LAWRENCE COMPOSITE SQDN","COMPOSITE","01/24/2001","ACTIVE","UNIT","jwright","01/28/2003","sparker","01/24/2001","02/23/2004",""
1857,"NHQ","NHQ","103",2553,"YOKOTA CADET SQUADRON","CADET","08/19/2010","ACTIVE","UNIT","jwright","05/23/2002","gjones","01/29/2001","08/19/2010",""
1858,"NER","NJ","079",986,"AIR VICTORY MUSEUM COMPOSITE SQUADRON","COMPOSITE","01/30/2001","ACTIVE","UNIT","jgriggs","04/21/2004","gjones","01/30/2001","02/23/2004",""
1881,"NER","NJ","999",86,"NEW JERSEY LEGISLATIVE SQ.","SENIOR","03/19/2001","ACTIVE","UNIT","gjones","03/19/2001","gjones","03/19/2001","02/23/2004",""
1883,"NCR","MO","147",887,"TABLE ROCK LAKE COMPOSITE SQUADRON","COMPOSITE","04/08/2010","ACTIVE","UNIT","jgriggs","04/08/2010","gjones","04/03/2001","04/08/2010",""
1885,"RMR","UT","083",451,"PHANTOM COMPOSITE SQUADRON","COMPOSITE","04/12/2001","ACTIVE","UNIT","becka2","04/16/2014","gjones","04/12/2001","02/23/2004","Seniors and Cadets meet in the same building but in separate rooms, each Thursday evening; Cadets will also meet occasionally on Saturdays."
1890,"NER","PA","335",2340,"BEDFORD COUNTY COMPOSITE SQUADRON","COMPOSITE","01/06/2011","ACTIVE","UNIT","becka2","03/14/2016","gjones","04/23/2001","06/01/2011",""
1892,"GLR","WI","013",2222,"SHEBOYGAN COMPOSITE SQUADRON","COMPOSITE","05/02/2001","ACTIVE","UNIT","delaneyjf","10/27/2005","gjones","05/02/2001","02/23/2004",""
1893,"NCR","NE","093",83,"LEE BIRD COMPOSITE SQUADRON","COMPOSITE","05/07/2001","ACTIVE","UNIT","joneskc5","12/04/2015","gjones","05/07/2001","02/23/2004","New prospects should call before attending to be sure that we are meeting on that night. Some times we have to cancel."
1911,"SWR","OK","035",2695,"JACKSON COUNTY SENIOR SQDN","SENIOR","05/30/2001","ACTIVE","UNIT","rossdm","06/05/2015","jwright","05/30/2001","02/23/2004",""
1912,"SER","GA","152",2678,"NORTH GEORGIA COMPOSITE SQ","COMPOSITE","06/12/2001","ACTIVE","UNIT","greenwoodrj","04/11/2015","jwright","06/12/2001","06/12/2001","Website address:  ga152.org"
1920,"GLR","MI","999",223,"MICHIGAN WING LEGISLATIVE SQDN","SENIOR","06/27/2001","ACTIVE","UNIT","schneidergn","10/19/2012","jwright","06/27/2001","02/23/2004","Meets with members of the MI State Government each Tuesday through Thursday."
1927,"SER","TN","185",1372,"MUSIC CITY COMPOSITE SQUADRON","COMPOSITE","07/31/2001","ACTIVE","UNIT","becka2","01/08/2014","jwright","07/31/2001","02/23/2004","Learn more about our squadron by visiting our website in the above Unit Web Address section."
1952,"SER","MS","066",846,"DIAMONDHEAD SENIOR SQUADRON","SENIOR","09/27/2001","ACTIVE","UNIT","bowmanh","04/24/2015","jwright","09/27/2001","02/23/2004",""
1958,"MER","DE","999",27,"DELAWARE STATE LEGISLATIVE SENIOR SQ","SENIOR","09/27/2001","ACTIVE","UNIT","egryel","06/16/2008","fculberson","09/27/2001","02/23/2004",""
1961,"SER","GA","153",2679,"WEST GEORGIA COMPOSITE SQDN","COMPOSITE","10/16/2001","ACTIVE","UNIT","greenwoodrj","04/11/2015","jwright","10/16/2001","02/23/2004",""
1966,"RMR","CO","186",2654,"DAKOTA RIDGE COMPOSITE SQDN","COMPOSITE","11/14/2001","ACTIVE","UNIT","gregorichka","08/22/2014","jwright","11/14/2001","02/23/2004","We meet at  Waterstone (formerly Centennial) Community Church--take Bowles exit East from C-470 and turn north on Alkire. "
1972,"MER","MD","999",66,"MARYLAND LEGISLATIVE SQUADRON","SENIOR","12/26/2001","ACTIVE","UNIT","fculberson","12/26/2001","fculberson","12/26/2001","02/23/2004",""
1975,"NCR","IA","999",844,"IOWA STATE LEGISLATIVE SQ","SENIOR","01/04/2002","ACTIVE","UNIT","fculberson","01/04/2002","fculberson","01/04/2002","02/23/2004",""
1976,"GLR","WI","196",2221,"COL SAC COMPOSITE SQDN","COMPOSITE","01/23/2002","ACTIVE","UNIT","delaneyjf","10/25/2005","jwright","01/23/2002","02/23/2004",""
1978,"MER","NC","153",1610,"BOONE COMPOSITE SQDN","COMPOSITE","01/30/2002","ACTIVE","UNIT","carrjo","10/06/2005","jwright","01/30/2002","02/23/2004","Meeting weekly at the First Baptist Church on King Street. Please come around the rear of the building, near the parking deck to enter."
1981,"PCR","AK","999",626,"ALASKA STATE LEGISTLATIVE SQUADRON","SENIOR","02/01/2002","ACTIVE","UNIT","joneskc5","06/19/2013","fculberson","02/01/2002","02/23/2004",""
1983,"SER","FL","804",1388,"STUDENT LEADERSHIP ACADEMY CADET SQ","CADET","02/07/2002","ACTIVE","UNIT","mikelsondl","08/29/2005","jwright","02/07/2002","02/23/2004","MEETS MON THRU FRI 0730-0815"
1984,"GLR","MI","700",223,"UPPER MICHIGAN GROUP","GROUP","02/14/2002","ACTIVE","GROUP","schneidergn","10/19/2012","jwright","02/14/2002","02/23/2004",""
1985,"GLR","MI","701",223,"EASTERN MICHIGAN GROUP","GROUP","02/14/2002","ACTIVE","GROUP","schneidergn","10/19/2012","jwright","02/14/2002","02/23/2004","Commanders to meet at new time TBD."
1986,"GLR","MI","702",223,"OAKLAND-MACOMB-ST CLAIR GROUP","GROUP","02/14/2002","ACTIVE","GROUP","schneidergn","10/19/2012","jwright","02/14/2002","02/23/2004",""
2001,"PCR","HI","999",163,"HAWAII STATE LEGISLATIVE SQ","SENIOR","03/28/2002","ACTIVE","UNIT","joneskc5","03/28/2014","fculberson","03/28/2002","02/23/2004",""
2005,"SER","GA","154",2679,"SWEETWATER COMPOSITE SQDN","COMPOSITE","04/17/2002","ACTIVE","UNIT","greenwoodrj","04/11/2015","jwright","04/17/2002","02/23/2004","Composite Squadron has both Cadets and Adult Officerson meeting nights call 770-605-7121 for directions"
2011,"GLR","WI","197",2220,"DOOR COUNTY COMPOSITE SQUADRON","COMPOSITE","05/15/2002","ACTIVE","UNIT","becka2","09/13/2013","jwright","05/15/2002","02/23/2004","Cadets meet weekly while seniors meet on the 1st and 3rd Saturday each month."
2014,"MER","NC","160",1376,"CUNNINGHAM FIELD COMPOSITE SQDN","COMPOSITE","05/16/2002","ACTIVE","UNIT","crawfordde","10/11/2005","jwright","05/16/2002","02/23/2004","Contact 24 hours prior to attending meeting for access to base, must have picture ID."
2021,"GLR","MI","703",223,"WEST MICHIGAN GROUP ","GROUP","05/31/2002","ACTIVE","GROUP","schneidergn","10/19/2012","jwright","05/31/2002","02/23/2004",""
2036,"SER","TN","187",1149,"CHATTANOOGA COMPOSITE SQDN","COMPOSITE","07/02/2002","ACTIVE","UNIT","meighanjc","10/20/2002","jwright","07/02/2002","02/23/2004","Visit http://www.ChattanoogaCAP.info/html/Activities.html for a complete list of our monthly activities."
2037,"GLR","MI","704",223,"SOUTHWEST MICHIGAN GROUP","GROUP","07/09/2002","ACTIVE","GROUP","schneidergn","10/19/2012","jwright","07/09/2002","02/23/2004","Southwest Michigan Group 704 has the following units and services the following Michigan countiesGroup 704 SquadronsMI-009KALAMAZOO COMP SQDNMI-015WOLVERINE COMP FLIGHTMI-059ADRIAN COMP SQDNMI-214JACKSON COMP SQDNMI-248KELLOGG FIELD SENIOR SQDNMI-250BATTLE CREEK FLIGHTMichigan counties serviced by Group 704 unitsGroup 704 Michigan counties servicedBerrienBranchCalhounCassHillsdaleJacksonKalamazooLenaweeSt JosephVan Buren"
2041,"NER","MA","002",1475,"BOSTON CADET SQUADRON","CADET","07/26/2002","ACTIVE","UNIT","jwright","07/26/2002","jwright","07/26/2002","02/23/2004","ALL PERSONS MUST SIGN IN AT SECURITY DESK.  PERSONS OVER 18 YEARS OLD MUST SHOW PHOTO ID."
2045,"MER","NC","162",560,"IREDELL COMPOSITE SQDN","COMPOSITE","08/19/2002","ACTIVE","UNIT","crawfordde","04/04/2009","jwright","08/19/2002","02/23/2004","Squadron base located at 267 Hangar Drive, Statesville Regional Airport."
2046,"MER","SC","106",124,"EMERALD CITY CADET SQUADRON","CADET","08/29/2002","ACTIVE","UNIT","becka2","03/26/2015","jwright","08/29/2002","02/23/2004",""
2054,"SWR","TX","802",2241,"SHELDON CADET SQDN","CADET","09/19/2002","ACTIVE","UNIT","thomasbr3","01/07/2006","jwright","09/19/2002","02/23/2004","This is a school based program that meets everyday for class.  Tutorials and meetings are held each Tuesday there is school.  "
2060,"GLR","MI","705",223,"SOUTHEAST MICHIGAN GROUP","GROUP","10/16/2002","ACTIVE","GROUP","schneidergn","10/19/2012","jwright","10/16/2002","02/23/2004","Supervising & support echelon for Willow Run (MI-260), Livonia (MI-183), Monroe (MI-063) and Adams Comp (655),  Not an entry-level unit. "
2061,"SER","GA","156",1258,"BARROW-JACKSON COMPOSITE SQUADRON","COMPOSITE","10/22/2002","ACTIVE","UNIT","jgriggs","02/27/2012","jwright","10/22/2002","02/23/2004","www.barrowjacksoncap.orgwww.facebook.combarrowjacksoncap"
2064,"SER","GA","157",1258,"NEWTON COUNTY COMP SQDN","COMPOSITE","11/13/2002","ACTIVE","UNIT","boylantr","12/29/2011","jwright","11/13/2002","02/23/2004",""
2065,"PCR","CA","473",2619,"SOUTH SAN DIEGO CADET SQDN 201","CADET","11/22/2002","ACTIVE","UNIT","crumjl","08/10/2013","jwright","11/22/2002","02/23/2004","An official website for the Squadron is coming soon--stay tuned!"
2066,"SER","FL","811",975,"CRYSTAL LAKE MS CADET SQDN","CADET","11/25/2002","ACTIVE","UNIT","levitchja","04/29/2008","jwright","11/25/2002","02/23/2004",""
2067,"RMR","CO","188",2654,"EVERGREEN COMPOSITE SQDN","COMPOSITE","12/19/2002","ACTIVE","UNIT","gregorichka","08/22/2014","jwright","12/19/2002","02/23/2004","EVERGREEN LUTHERAN CHURCH"
2072,"SER","TN","999",130,"TENNESSEE LEGISLATIVE SQUADRON","SENIOR","01/27/2003","ACTIVE","UNIT","jwright","01/28/2003","fculberson","01/27/2003","02/23/2004",""
2074,"NCR","MO","036",791,"PONY EXPRESS COMPOSITE SQUADRON","COMPOSITE","02/05/2003","ACTIVE","UNIT","caslerje1","04/20/2003","jwright","02/05/2003","02/23/2004",""
2077,"MER","NC","999",208,"NORTH CAROLINA STATE LEGISLATIVE SQUADRON","SENIOR","03/13/2003","ACTIVE","UNIT","fculberson","03/13/2003","fculberson","03/13/2003","02/23/2004",""
2078,"NCR","MN","999",575,"MINNESOTA STATE LEGISLATIVE SQUADRON","SENIOR","03/13/2003","ACTIVE","UNIT","fculberson","03/13/2003","fculberson","03/13/2003","02/23/2004",""
2079,"MER","SC","805",124,"CAMDEN MILITARY ACADEMY CADET SQDN","CADET","03/24/2003","ACTIVE","UNIT","smithfh2","03/21/2013","jgriggs","03/24/2003","02/23/2004",""
2081,"SER","PR","007",1443,"CAMUY CADET SQUADRON","CADET","04/09/2003","ACTIVE","UNIT","fernandezc","01/11/2016","jgriggs","04/09/2003","02/23/2004","Antigua Esc. Jose Pepin Hernandez"
2082,"NER","NY","999",94,"NEW YORK STATE LEGISLATIVE SQUADRON","SENIOR","04/15/2003","ACTIVE","UNIT","fculberson","04/15/2003","fculberson","04/15/2003","02/23/2004",""
2084,"MER","MD","022",915,"OSPREY COMPOSITE SQDN","COMPOSITE","04/29/2003","ACTIVE","UNIT","readycj","12/22/2003","jgriggs","04/29/2003","02/23/2004",""
2086,"SWR","TX","376",2240,"MIDWAY COMPOSITE SQDN","COMPOSITE","05/21/2003","ACTIVE","UNIT","jgriggs","06/16/2011","jgriggs","05/21/2003","02/23/2004","Additional ContactsMaj. Bill Harber  214-676-2936,  Maj. Bill Ervin  817-905-5532, Capt. Carol Bitner-Collins  817-821-4117, Lt. Col Mike Crognale  817-789-9309, 1st. Lt. Vickie Hunt 214-680-0930"
2088,"SER","AL","126",97,"SPRINGVILLE CADET SQUADRON","CADET","05/29/2003","ACTIVE","UNIT","abeck","10/15/2010","jgriggs","05/29/2003","02/23/2004",""
2090,"SWR","TX","447",2241,"WEST HOUSTON S.A.B.R.E. SENIOR SQUADRON","SENIOR","06/20/2003","ACTIVE","UNIT","jgriggs","08/01/2011","jgriggs","06/20/2003","02/23/2004",""
2091,"NER","CT","999",22,"CONNECTICUT STATE LEGISLATIVE SQUADRON","SENIOR","06/27/2003","ACTIVE","UNIT","fculberson","06/27/2003","fculberson","06/27/2003","02/23/2004",""
2092,"MER","VA","141",1252,"HAMPTON ROADS COMP SQ","COMPOSITE","07/08/2003","ACTIVE","UNIT","jgriggs","08/18/2003","jgriggs","07/08/2003","02/23/2004",""
2095,"NCR","NE","094",83,"TRI CITIES COMP SQDN","COMPOSITE","08/06/2003","ACTIVE","UNIT","jgriggs","05/26/2005","jgriggs","08/06/2003","02/23/2004",""
2098,"SWR","TX","050",362,"HEADQUARTERS GROUP V","GROUP","09/18/2003","ACTIVE","GROUP","jgriggs","01/06/2006","jgriggs","09/18/2003","02/23/2004",""
2099,"SWR","TX","448",2241,"COLORADO COUNTY FLIGHT","FLIGHT","09/18/2003","ACTIVE","UNIT","jgriggs","08/01/2011","jgriggs","09/18/2003","02/23/2004","Meetings are on 2nd and 4th Tuesdays of each month"
2100,"SER","FL","809",418,"BARRINGTON M.S. CADET SQUADRON","CADET","10/12/2010","ACTIVE","UNIT","jgriggs","10/12/2010","jgriggs","09/25/2003","12/10/2010",""
2102,"MER","NC","300",560,"COMPOSITE SQUADRON OF THE WAXHAWS","COMPOSITE","10/16/2003","ACTIVE","UNIT","becka2","02/26/2014","jgriggs","10/16/2003","02/23/2004",""
2103,"MER","NC","301",108,"APEX CADET SQDN","CADET","10/16/2003","ACTIVE","UNIT","douglassrw","07/09/2005","jgriggs","10/16/2003","02/23/2004","Apex Cadet Squadron meets at Ressurection Lutheran Church in elementary school on the second floor.  Street address is 100 W. Lochmere Drive, Cary NC 27518."
2108,"SWR","NM","800",579,"GROUP 800","GROUP","10/23/2003","ACTIVE","GROUP","jgriggs","10/23/2003","jgriggs","10/23/2003","02/23/2004"," "
2109,"GLR","MI","706",223,"NORTHERN MICHIGAN GROUP","GROUP","11/03/2003","ACTIVE","GROUP","schneidergn","10/19/2012","jgriggs","11/03/2003","02/23/2004","Effective 1 Nov 2011, Group 706 will no longer conduct regular meetings for Headquarters personnel. Group Commander Major James Mendham is available by TX or e-mail."
2114,"SER","FL","447",418,"CLEARWATER COMPOSITE SQUADRON","COMPOSITE","11/21/2003","ACTIVE","UNIT","ferrisdj","04/18/2012","jgriggs","11/21/2003","02/23/2004","Meets weekly on Thursdays"
2116,"MER","NC","305",1376,"ELIZABETH CITY COMP SQ","COMPOSITE","01/07/2004","ACTIVE","UNIT","crawfordde","10/11/2005","jgriggs","01/07/2004","02/23/2004","Meetings are held at the National Guard Armory on Westover St in Elizabeth City every Monday from 1800-2030."
2117,"RMR","WY","075",929,"YELLOWSTONE REGIONAL COMPOSITE SQUADRON","COMPOSITE","01/07/2004","ACTIVE","UNIT","schneidergn","04/26/2013","jgriggs","01/07/2004","02/23/2004",""
2120,"RMR","WY","078",929,"CLOUD PEAK COMP SQDN","COMPOSITE","01/07/2004","ACTIVE","UNIT","schneidergn","04/26/2013","jgriggs","01/07/2004","02/23/2004","Meets every Monday at 1900. Senior Members meet 1st and 3rd Mondays, but you are welcome any Monday evening."
2122,"NER","NY","412",207,"ROCHESTER SENIOR SQDN","SENIOR","02/20/2004","ACTIVE","UNIT","granvilleaw","02/20/2004","jgriggs","02/20/2004","02/23/2004",""
2123,"MER","MD","007",1684,"CALVERT CADET SQUADRON","CADET","03/05/2004","ACTIVE","UNIT","jgriggs","01/11/2010","jgriggs","03/05/2004","05/03/2004",""
2128,"SER","TN","189",135,"LEWIS COUNTY CADET SQ","CADET","03/17/2004","ACTIVE","UNIT","joneskc5","12/15/2010","jgriggs","03/17/2004","03/17/2004","WEB SITE   http://www.my.calendars.net/cap/189"
2132,"NER","PA","005",1027,"NE PENNSYLVANIA GROUP 4","GROUP","03/30/2004","ACTIVE","GROUP","jgriggs","09/27/2005","jgriggs","03/30/2004","09/27/2005",""
2134,"MER","VA","142",2659,"FORT PICKETT COMP SQ","COMPOSITE","04/08/2004","ACTIVE","UNIT","covelja","09/14/2014","jgriggs","04/08/2004","04/08/2004","Access from HWY40 opposite from Virginia Tech research facility, turn right onto Dominy Corner Road to Allen C Perkinson AirportBAAF. Look for CAP building on right near airport entrance."
2138,"SER","FL","816",1388,"LEE COUNTY SCHOOLS CADET SQ","CADET","04/12/2004","ACTIVE","UNIT","mikelsondl","08/29/2005","jgriggs","04/12/2004","12/04/2004",""
2144,"GLR","IN","223",2316,"ANDERSON FLIGHT","FLIGHT","05/17/2004","ACTIVE","UNIT","becka2","04/18/2016","blawrence","05/17/2004","05/17/2004","Meet upstairs at Anderson Municipal Airport FBO"
2145,"RMR","WY","059",929,"CAPT MICHAEL S WALKER MEMORIAL COMPOSITE SQUADRON","COMPOSITE","05/17/2004","ACTIVE","UNIT","schneidergn","04/26/2013","blawrence","05/17/2004","05/14/2004","cadets and core seniors meet weekly. Seniors meet second Tuesday evenings for senior training"
2147,"GLR","IL","999",1078,"ILLINOIS STATE LEGISLATIVE SQUADRON","SENIOR","05/25/2004","ACTIVE","UNIT","fculberson","05/25/2004","fculberson","05/25/2004","05/24/2004",""
2151,"NHQ","NHQ","126",2553,"SPANGDAHLEM CADET SQ","CADET","07/01/2004","ACTIVE","UNIT","jgriggs","07/01/2004","jgriggs","07/01/2004","07/01/2004",""
2156,"NCR","MO","149",791,"CASS COUNTY COMP SQ","COMPOSITE","10/06/2004","ACTIVE","UNIT","jgriggs","01/28/2005","jgriggs","10/06/2004","10/06/2004",""
2160,"GLR","MI","135",2021,"HUDSONVILLE METRO CADET SQUADRON","CADET","11/29/2004","ACTIVE","UNIT","schneidergn","10/19/2012","jgriggs","11/29/2004","11/29/2004","Meetings take place at the Hudsonville City Hall, lower level."
2163,"SWR","TX","450",2239,"SULPHUR SPRINGS COMPOSITE SQUADRON","COMPOSITE","12/23/2004","ACTIVE","UNIT","jgriggs","07/28/2008","jgriggs","12/23/2004","12/23/2004",""
2165,"SWR","AZ","226",597,"SHOW LOW COMP SQ 210","COMPOSITE","01/20/2005","ACTIVE","UNIT","readybn","02/01/2011","jgriggs","01/20/2005","01/20/2005",""
2166,"SWR","NM","805",2108,"LINCOLN MIDDLE SCHOOL FLIGHT","FLIGHT","02/03/2005","ACTIVE","UNIT","becka2","05/01/2015","jgriggs","02/03/2005","03/02/2005","The Squadron follows the school schedule so if school is not in session then the Squadron does not meet."
2168,"NER","PA","106",904,"NORTHEAST HIGH SCHOOL COMPOSITE SQUADRON 106","COMPOSITE","02/04/2005","ACTIVE","UNIT","neesemk","06/24/2015","jgriggs","02/04/2005","02/04/2005","This is a composite squadron, that is made up of cadets and senior members. We meet every other Saturday. For more information and meeting location, please call Captain Cheryl Bates. CALL BEFORE ATTENDING A MEETING"
2169,"SER","GA","447",2678,"DAHLONEGA SENIOR SQUADRON","SENIOR","02/08/2005","ACTIVE","UNIT","greenwoodrj","04/11/2015","jgriggs","02/08/2005","08/02/2005","Every Second Monday at 1900 and every fourth Saturday at 1000."
2176,"NER","ME","077",682,"77TH COMPOSITE SQUADRON","COMPOSITE","04/01/2005","ACTIVE","UNIT","jgriggs","05/08/2007","jgriggs","04/01/2005","01/04/2005",""
2177,"SER","PR","999",1186,"PUERTO RICO LEGISLATIVE SQ","SENIOR","04/14/2005","ACTIVE","UNIT","joneskc5","09/05/2012","jgriggs","04/14/2005","04/14/2005",""
2178,"GLR","KY","221",2726,"BLUE GRASS SENIOR SQDN","SENIOR","04/14/2005","ACTIVE","UNIT","feltsmc1","03/25/2016","jgriggs","04/14/2005","04/14/2005","The Squadron meets on the 2nd and 4th Wednesday of each month."
2180,"NER","PA","999",1027,"PENNSYLVANIA STATE LEGISLATIVE SQUADRON","SENIOR","04/20/2005","ACTIVE","UNIT","bodnaram","09/01/2005","fculberson","04/20/2005","04/19/2005",""
2184,"SER","TN","192",1149,"CHOO CHOO SENIOR SQDN","SENIOR","04/27/2005","ACTIVE","UNIT","rushingjm","05/02/2005","jgriggs","04/27/2005","04/27/2005",""
2185,"PCR","WA","100",2664,"NORTHERN DESERT COMP SQ","COMPOSITE","05/12/2005","ACTIVE","UNIT","lantzrn","09/19/2014","jgriggs","05/12/2005","05/12/2005","Meetings are Tuesdays from 600 - 830 pm (1800-2030)."
2186,"NCR","MO","070",887,"SPRINGFIELD REGIONAL COMP SQ","COMPOSITE","05/12/2005","ACTIVE","UNIT","wrightjm2","05/17/2005","jgriggs","05/12/2005","12/05/2005","mo070.mowgcap.ustraining schedule and activities on squadron website"
2188,"SWR","OK","155",2693,"BROKEN ARROW COMP SQDN","COMPOSITE","06/03/2005","ACTIVE","UNIT","becka2","04/11/2016","jgriggs","06/03/2005","06/03/2005","Visitors are always welcome! Please email Major Rutledge at rick.o.rutledge@okwgcap.org to verify squadron is meeting during specified times. "
2189,"SER","FL","453",975,"OKEECHOBEE COMP SQDN","COMPOSITE","06/03/2005","ACTIVE","UNIT","ferrisdj","04/17/2012","jgriggs","06/03/2005","06/03/2005","Meetings are held at Indian River State College Dixon-Hendry Campus accross from the Okeechobee County Health Department.  In Building B room 137.Third Monday of month meeting held at Hangar for PT."
2192,"SER","PR","008",1186,"ISLA GRANDE SENIOR SQDN","SENIOR","03/15/2011","ACTIVE","UNIT","fernandezc","03/22/2016","jgriggs","06/22/2005","03/15/2011","SENIOR SQUADRON SUPPORT FOR EMERGENCY SERVICES GROUND AND AIR CREW OPERATIONS BASED AT ISLA GRANDE AIRPORT COVER PUERTO RICO AND US VIRGIN ISLANDS, MEMEBERS REQUIREMENT CURRENT PRIVATE PILOT CERTIFICATED WITH MORE 150 HRS MINIMUM FOR TRANSPORT PILOT.MISSION PILOT MUST HAVE PRIVATE PILOT CERTIFICATE 200 HRS MINIMUM AND HAVE IN FOR 101 THE FOLLOWING AIR CREW RATING OBSERVER AND SCANNER ACCORDING TO CAPR 63-1 AND CAPR 35-6.GROUND TEAM REQUIREMENTCURRENT GT LVL I TO LVL III CAPR 63-3"
2195,"SWR","NM","083",579,"ALBUQUERQUE HEIGHTS COMP SQ","COMPOSITE","07/11/2005","ACTIVE","UNIT","jgriggs","07/11/2005","jgriggs","07/11/2005","11/07/2005",""
2196,"NHQ","NHQ","996",1342,"NATIONAL PATRON UNIT","SENIOR","07/15/2005","ACTIVE","UNIT","sparker","09/05/2006","sparker","07/15/2005","07/15/2005",""
2199,"GLR","MI","022",1984,"COPPER COUNTRY SENIOR SQUADRON","SENIOR","08/10/2005","ACTIVE","UNIT","schneidergn","10/19/2012","jgriggs","08/10/2005","10/08/2005",""
2217,"GLR","WI","002",2222,"TIMMERMAN COMP SQDN","COMPOSITE","10/25/2005","ACTIVE","UNIT","delaneyjf","10/27/2005","jgriggs","10/25/2005","10/25/2005","Timmerman Composite Squadron invites you to three meetings before applications are accepted. We follow a monthly schedule that roughly follows a regular pattern. The first meeting of the month is formal or Blues night with Character Development. The second Monday is a BDU or Black pants and White shirt night with Aerospace Education. Third Mondays are Physical Training nights and require weather appropriate athletic gear. Fourth Mondays are also BDU nights with an Emergency Services focus. "
2218,"GLR","WI","201",156,"NORTHWEST GROUP","GROUP","10/25/2005","ACTIVE","GROUP","jgriggs","10/25/2005","jgriggs","10/25/2005","10/25/2005","HEARTLAND AVIATION"
2219,"GLR","WI","202",156,"NORTH CENTRAL GROUP","GROUP","10/25/2005","ACTIVE","GROUP","jgriggs","10/25/2005","jgriggs","10/25/2005","10/25/2005",""
2220,"GLR","WI","203",156,"NORTHEAST GROUP","GROUP","10/25/2005","ACTIVE","GROUP","jgriggs","10/25/2005","jgriggs","10/25/2005","10/25/2005","This is a Group Headquarters.  There are no regular meetings held at this location. ***The Group will begin monthly meetings via conference call in June.***"
